iter	Logloss
0	0.574742619
1	0.4778160078
2	0.3987700297
3	0.3417881293
4	0.2913915225
5	0.2505023755
6	0.2167720864
7	0.1851918846
8	0.1598800163
9	0.1397369424
10	0.121669896
11	0.1077643521
12	0.09779508378
13	0.08910645852
14	0.0806289812
15	0.07295310623
16	0.06619235321
17	0.06178101103
18	0.05704143449
19	0.05296786303
20	0.04951637347
21	0.04639108886
22	0.04448603589
23	0.04275750194
24	0.04055314433
25	0.03864129804
26	0.03688237425
27	0.03575000468
28	0.03493101792
29	0.03353230197
30	0.03291080074
31	0.03212591767
32	0.03199529205
33	0.03186856584
34	0.03109267822
35	0.03099688722
36	0.03090264215
37	0.03079888721
38	0.03071032253
39	0.03062016918
40	0.03054327626
41	0.03046576731
42	0.03036892746
43	0.03028475791
44	0.03020828719
45	0.0301372724
46	0.02924574392
47	0.02916809663
48	0.029097968
49	0.02903239088
50	0.02896848412
51	0.02890422816
52	0.0288430284
53	0.02877312823
54	0.02871303243
55	0.02865774709
56	0.02860027096
57	0.02854255235
58	0.02794299131
59	0.02788927969
60	0.02782995303
61	0.02777200221
62	0.02771086775
63	0.02765224215
64	0.02758686366
65	0.02753421053
66	0.02748272349
67	0.0274222476
68	0.02736929107
69	0.02731397666
70	0.02726389634
71	0.02720773876
72	0.02715814412
73	0.02710602598
74	0.0270548324
75	0.02699900015
76	0.02695215028
77	0.02690607596
78	0.0268559548
79	0.02680388455
80	0.02675798376
81	0.02670634216
82	0.02665986711
83	0.02661252217
84	0.02656843002
85	0.02652360484
86	0.02647960474
87	0.02643737531
88	0.02639298951
89	0.02634646702
90	0.02630478744
91	0.02626273032
92	0.02621907676
93	0.02617085017
94	0.02613417324
95	0.02609131832
96	0.02604534136
97	0.02600736966
98	0.02596757822
99	0.02592744522
100	0.02588237534
101	0.02584537125
102	0.02580586536
103	0.02576714496
104	0.02572715328
105	0.02569219661
106	0.02565639534
107	0.02562145033
108	0.02558431899
109	0.02484291093
110	0.02480359223
111	0.02476860054
112	0.02473327066
113	0.02469170205
114	0.02465054312
115	0.02461475815
116	0.02458171438
117	0.02454626336
118	0.0245052292
119	0.02446607612
120	0.02442437122
121	0.02388676597
122	0.02385590373
123	0.02381556058
124	0.02377790248
125	0.02374212449
126	0.02371336169
127	0.02368449907
128	0.02365055789
129	0.02362016414
130	0.02359127354
131	0.02356292679
132	0.02353736475
133	0.02350899598
134	0.02348089234
135	0.02344922635
136	0.02342315594
137	0.02339568656
138	0.02337129369
139	0.02334592483
140	0.02331974309
141	0.02328917123
142	0.02326539443
143	0.02323867403
144	0.02320334617
145	0.02267884382
146	0.02265291638
147	0.0226285034
148	0.022606672
149	0.02258445045
150	0.02256127185
151	0.02253764662
152	0.02251474684
153	0.02249302198
154	0.02246060906
155	0.02243328227
156	0.02240519496
157	0.02237326071
158	0.02234011887
159	0.02231502578
160	0.02228522225
161	0.02188938997
162	0.02186745035
163	0.02181555946
164	0.02179340726
165	0.02176921786
166	0.02174781697
167	0.02172610646
168	0.02170349355
169	0.02168080372
170	0.02165859679
171	0.02163751878
172	0.02161099346
173	0.02158867837
174	0.02156276955
175	0.02153705868
176	0.02151657435
177	0.021495633
178	0.02147363979
179	0.02145340254
180	0.02142958535
181	0.02140699225
182	0.02138688451
183	0.02135905103
184	0.02133765764
185	0.02131594191
186	0.0212884903
187	0.02126694647
188	0.02124026501
189	0.02122015441
190	0.02119823117
191	0.02117778207
192	0.02115575282
193	0.02113503923
194	0.02111187649
195	0.02108236679
196	0.02106157232
197	0.02104133666
198	0.0210196416
199	0.02099288861
200	0.0209730604
201	0.02094459827
202	0.0209240617
203	0.02090315486
204	0.02088165867
205	0.02085416379
206	0.0208327238
207	0.02081102797
208	0.02079104219
209	0.02076982789
210	0.02074579484
211	0.02072229591
212	0.02070029013
213	0.0206805427
214	0.02065932509
215	0.02063293532
216	0.02061134144
217	0.02059082306
218	0.02056987416
219	0.02054076769
220	0.02051486705
221	0.02049347015
222	0.02036972084
223	0.02034937942
224	0.02032816667
225	0.02030642272
226	0.02028551228
227	0.02026382257
228	0.02024315915
229	0.02022230382
230	0.02019491978
231	0.02017322074
232	0.02014600123
233	0.02011949758
234	0.02009849384
235	0.02007749052
